check,segment,metric,left,right,abs_diff
(d) WAN-381 대조 · 0.6R,oos_warm,num_trades,20055.0,20055.0,0.0
(d) WAN-381 대조 · 0.6R,oos_warm,win_rate,0.6775367738718524,0.6775367738718524,0.0
(d) WAN-381 대조 · 0.6R,oos_warm,mean_net_r,-0.006446023955454622,-0.0064460239554546,2.168404344971009e-17
(d) WAN-381 대조 · 0.6R,oos_warm,mean_gross_r,0.06165083198753455,0.0616508319875345,4.85722573273506e-17
(d) WAN-381 대조 · 0.6R,oos_warm,total_return_flat,-1.2126328443869556,-1.2126328443869556,0.0
(d) WAN-381 대조 · 0.6R,oos_warm,max_drawdown,2.5675677402425237,2.5675677402425237,0.0
(d) WAN-381 대조 · 0.6R,oos_warm,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 0.6R,oos,num_trades,19588.0,19588.0,0.0
(d) WAN-381 대조 · 0.6R,oos,win_rate,0.6763835001021034,0.6763835001021034,0.0
(d) WAN-381 대조 · 0.6R,oos,mean_net_r,-0.008958882641734112,-0.0089588826417341,1.214306433183765e-17
(d) WAN-381 대조 · 0.6R,oos,mean_gross_r,0.05960685278854396,0.0596068527885439,6.245004513516506e-17
(d) WAN-381 대조 · 0.6R,oos,total_return_flat,-1.6722344260271609,-1.6722344260271609,0.0
(d) WAN-381 대조 · 0.6R,oos,max_drawdown,2.7125992993459502,2.7125992993459502,0.0
(d) WAN-381 대조 · 0.6R,oos,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 0.8R,full,num_trades,60986.0,60986.0,0.0
(d) WAN-381 대조 · 0.8R,full,win_rate,0.5883973370937592,0.5883973370937592,0.0
(d) WAN-381 대조 · 0.8R,full,mean_net_r,-0.03103103232888309,-0.031031032328883,9.020562075079397e-17
(d) WAN-381 대조 · 0.8R,full,mean_gross_r,0.03276082886027603,0.032760828860276,2.7755575615628914e-17
(d) WAN-381 대조 · 0.8R,full,total_return_flat,-10.58255056313036,-10.58255056313036,0.0
(d) WAN-381 대조 · 0.8R,full,max_drawdown,3.709598866787275,3.709598866787275,0.0
(d) WAN-381 대조 · 0.8R,full,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 0.8R,is,num_trades,42804.0,42804.0,0.0
(d) WAN-381 대조 · 0.8R,is,win_rate,0.5880291561536305,0.5880291561536305,0.0
(d) WAN-381 대조 · 0.8R,is,mean_net_r,-0.02745162360456823,-0.0274516236045682,3.122502256758253e-17
(d) WAN-381 대조 · 0.8R,is,mean_gross_r,0.03332530497344823,0.0333253049734482,3.469446951953614e-17
(d) WAN-381 대조 · 0.8R,is,total_return_flat,-5.866551997330604,-5.866551997330604,0.0
(d) WAN-381 대조 · 0.8R,is,max_drawdown,2.2198504130221863,2.2198504130221863,0.0
(d) WAN-381 대조 · 0.8R,is,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 0.8R,oos_warm,num_trades,18182.0,18182.0,0.0
(d) WAN-381 대조 · 0.8R,oos_warm,win_rate,0.5892641073589264,0.5892641073589264,0.0
(d) WAN-381 대조 · 0.8R,oos_warm,mean_net_r,-0.03945766366952529,-0.0394576636695252,9.020562075079397e-17
(d) WAN-381 대조 · 0.8R,oos_warm,mean_gross_r,0.03143194119402933,0.0314319411940293,3.469446951953614e-17
(d) WAN-381 대조 · 0.8R,oos_warm,total_return_flat,-4.715998565799664,-4.715998565799664,0.0
(d) WAN-381 대조 · 0.8R,oos_warm,max_drawdown,4.50967152434317,4.50967152434317,0.0
(d) WAN-381 대조 · 0.8R,oos_warm,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 0.8R,oos,num_trades,17773.0,17773.0,0.0
(d) WAN-381 대조 · 0.8R,oos,win_rate,0.588420638046475,0.588420638046475,0.0
(d) WAN-381 대조 · 0.8R,oos,mean_net_r,-0.04165151364427805,-0.041651513644278,4.85722573273506e-17
(d) WAN-381 대조 · 0.8R,oos,mean_gross_r,0.02969365910805929,0.0296936591080592,9.020562075079397e-17
(d) WAN-381 대조 · 0.8R,oos,total_return_flat,-4.906452731853694,-4.906452731853694,0.0
(d) WAN-381 대조 · 0.8R,oos,max_drawdown,4.810929191838887,4.810929191838887,0.0
(d) WAN-381 대조 · 0.8R,oos,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 1R,full,num_trades,56585.0,56585.0,0.0
(d) WAN-381 대조 · 1R,full,win_rate,0.5207210391446496,0.5207210391446496,0.0
(d) WAN-381 대조 · 1R,full,mean_net_r,-0.05555003610509637,-0.0555500361050963,7.632783294297951e-17
(d) WAN-381 대조 · 1R,full,mean_gross_r,0.010355929360006172,0.0103559293600061,7.28583859910259e-17
(d) WAN-381 대조 · 1R,full,total_return_flat,-18.68938300709383,-18.68938300709383,0.0
(d) WAN-381 대조 · 1R,full,max_drawdown,7.5731292762721605,7.57312927627216,8.881784197001252e-16
(d) WAN-381 대조 · 1R,full,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 1R,is,num_trades,39751.0,39751.0,0.0
(d) WAN-381 대조 · 1R,is,win_rate,0.5219491333551357,0.5219491333551357,0.0
(d) WAN-381 대조 · 1R,is,mean_net_r,-0.04833207335011044,-0.0483320733501104,3.469446951953614e-17
(d) WAN-381 대조 · 1R,is,mean_gross_r,0.014436802000039498,0.0144368020000394,9.8879238130678e-17
(d) WAN-381 대조 · 1R,is,total_return_flat,-10.827992336965021,-10.82799233696502,1.7763568394002505e-15
(d) WAN-381 대조 · 1R,is,max_drawdown,4.593563049457161,4.593563049457161,0.0
(d) WAN-381 대조 · 1R,is,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 1R,oos_warm,num_trades,16834.0,16834.0,0.0
(d) WAN-381 대조 · 1R,oos_warm,win_rate,0.5178210763930141,0.5178210763930141,0.0
(d) WAN-381 대조 · 1R,oos_warm,mean_net_r,-0.07259418707773875,-0.0725941870777387,5.551115123125783e-17
(d) WAN-381 대조 · 1R,oos_warm,mean_gross_r,0.0007195524849932135,0.0007195524849932,1.3444106938820255e-17
(d) WAN-381 대조 · 1R,oos_warm,total_return_flat,-7.861390670128651,-7.861390670128651,0.0
(d) WAN-381 대조 · 1R,oos_warm,max_drawdown,7.35824386575753,7.35824386575753,0.0
(d) WAN-381 대조 · 1R,oos_warm,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 1R,oos,num_trades,16497.0,16497.0,0.0
(d) WAN-381 대조 · 1R,oos,win_rate,0.5172455597987513,0.5172455597987513,0.0
(d) WAN-381 대조 · 1R,oos,mean_net_r,-0.07446413407870663,-0.0744641340787066,2.7755575615628914e-17
(d) WAN-381 대조 · 1R,oos,mean_gross_r,-0.0006803628382087057,-0.0006803628382087,5.637851296924623e-18
(d) WAN-381 대조 · 1R,oos,total_return_flat,-7.822719200149739,-7.822719200149739,0.0
(d) WAN-381 대조 · 1R,oos,max_drawdown,7.950780018511812,7.950780018511812,0.0
(d) WAN-381 대조 · 1R,oos,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 1.5R,full,num_trades,49431.0,49431.0,0.0
(d) WAN-381 대조 · 1.5R,full,win_rate,0.40426048431146444,0.4042604843114644,5.551115123125783e-17
(d) WAN-381 대조 · 1.5R,full,mean_net_r,-0.09810767893188604,-0.098107678931886,4.163336342344337e-17
(d) WAN-381 대조 · 1.5R,full,mean_gross_r,-0.028490386632524674,-0.0284903866325246,7.28583859910259e-17
(d) WAN-381 대조 · 1.5R,full,total_return_flat,-29.418246687520018,-29.418246687520018,0.0
(d) WAN-381 대조 · 1.5R,full,max_drawdown,20.65579126431821,20.65579126431821,0.0
(d) WAN-381 대조 · 1.5R,full,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 1.5R,is,num_trades,34606.0,34606.0,0.0
(d) WAN-381 대조 · 1.5R,is,win_rate,0.4057388892099636,0.4057388892099636,0.0
(d) WAN-381 대조 · 1.5R,is,mean_net_r,-0.08897984370668988,-0.0889798437066898,6.938893903907228e-17
(d) WAN-381 대조 · 1.5R,is,mean_gross_r,-0.02265871072198464,-0.0226587107219846,4.163336342344337e-17
(d) WAN-381 대조 · 1.5R,is,total_return_flat,-18.356675084331364,-18.356675084331364,0.0
(d) WAN-381 대조 · 1.5R,is,max_drawdown,13.004535840445596,13.004535840445596,0.0
(d) WAN-381 대조 · 1.5R,is,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 1.5R,oos_warm,num_trades,14825.0,14825.0,0.0
(d) WAN-381 대조 · 1.5R,oos_warm,win_rate,0.4008094435075885,0.4008094435075885,0.0
(d) WAN-381 대조 · 1.5R,oos_warm,mean_net_r,-0.11941478623732331,-0.1194147862373233,1.3877787807814457e-17
(d) WAN-381 대조 · 1.5R,oos_warm,mean_gross_r,-0.04210326869391761,-0.0421032686939176,6.938893903907228e-18
(d) WAN-381 대조 · 1.5R,oos_warm,total_return_flat,-11.06157160318877,-11.06157160318877,0.0
(d) WAN-381 대조 · 1.5R,oos_warm,max_drawdown,9.956212511599691,9.956212511599691,0.0
(d) WAN-381 대조 · 1.5R,oos_warm,guard_cut,17803.0,17803.0,0.0
(d) WAN-381 대조 · 1.5R,oos,num_trades,14525.0,14525.0,0.0
(d) WAN-381 대조 · 1.5R,oos,win_rate,0.39924268502581756,0.3992426850258175,5.551115123125783e-17
(d) WAN-381 대조 · 1.5R,oos,mean_net_r,-0.12415164998386354,-0.1241516499838635,4.163336342344337e-17
(d) WAN-381 대조 · 1.5R,oos,mean_gross_r,-0.046403906069305965,-0.0464039060693059,6.245004513516506e-17
(d) WAN-381 대조 · 1.5R,oos,total_return_flat,-11.185677849155468,-11.185677849155468,0.0
(d) WAN-381 대조 · 1.5R,oos,max_drawdown,10.233882959200226,10.233882959200226,0.0
(d) WAN-381 대조 · 1.5R,oos,guard_cut,17803.0,17803.0,0.0
